instructions,inputs,aspects,outputs
Please extract the sentiment polarity for the given aspect in the review:,No segundo a banheira estava vazando agua para todo o quarto.,banheira,negativa
Please extract the sentiment polarity for the given aspect in the review:,"O hotel tem uma localização inspiradora, acordar e ver por sua janela a wall street é uma sensação incrível, têm varias estações de metro nas proximidades e podemos chegar aonde quisermos.",hotel,positiva
Please extract the sentiment polarity for the given aspect in the review:,"O hotel tem uma localização inspiradora, acordar e ver por sua janela a wall street é uma sensação incrível, têm varias estações de metro nas proximidades e podemos chegar aonde quisermos.",localização,positiva
Please extract the sentiment polarity for the given aspect in the review:,"Hotel muito bacana, situado próximo a Times Square, mas sem a bagunça da Times... próximo ao metrô, Fifth Avenue.",hotel,positiva
Please extract the sentiment polarity for the given aspect in the review:,Room Tip: pode haver problema com o tamanho do quarto standard.,quarto,negativa
Please extract the sentiment polarity for the given aspect in the review:,"Estacionamento para quem vai de carro é caro (R$ 18 por noite) e se tirar o carro, começa a contagem das primeiras horas de novo (são mais caras).",estacionamento,negativa
Please extract the sentiment polarity for the given aspect in the review:,Fiz uma reserva equivocada nesse hotel achando tratar-se do Açores Premium no qual havia me hospedado no mês seguinte.,hotel,negativa
Please extract the sentiment polarity for the given aspect in the review:,"O hotel é velho, quarto horrível e banheiros horríveis.",quarto,negativa
Please extract the sentiment polarity for the given aspect in the review:,Apenas a recepção foi reformada.,recepção,positiva
Please extract the sentiment polarity for the given aspect in the review:,"Internet free nos quartos e no lobby, onde há um mac disponível também.",internet,positiva
Please extract the sentiment polarity for the given aspect in the review:,"O Hotel de Sevres é um hotel pequeno, alvo de uma remodelação feita muito recentemente e com muito bom gosto, que tem quartos de diversas dimensões, bem equipados e que, para uma estadia curta com a família cumpre amplamente com os requisitos necessários.",hotel,neutra
Please extract the sentiment polarity for the given aspect in the review:,"O hotel é bem localizado, muito próximo do metrô Ecole Militaire, do Invalides e da Torre Eiffel.",hotel,positiva
Please extract the sentiment polarity for the given aspect in the review:,Os quartos do quinto andar tem varanda com uma vista maravilhosa para a Torre!,quarto,positiva
Please extract the sentiment polarity for the given aspect in the review:,"Ótimo atendimento, bem familiar.",atendimento,positiva
Please extract the sentiment polarity for the given aspect in the review:,"Excelente atendimento, ambiente incrivel, me senti mimada em cada detalhe.",atendimento,positiva
Please extract the sentiment polarity for the given aspect in the review:,O quarto era espacoso e decorado com extremo bom gosto.,quarto,positiva
Please extract the sentiment polarity for the given aspect in the review:,Estivemos nesse hotel depois de ficar no All Seasons Mitte Berlim.,hotel,neutra
Please extract the sentiment polarity for the given aspect in the review:,E o atendimento eh seco.,atendimento,negativa
Please extract the sentiment polarity for the given aspect in the review:,"Quando reservei este hotel, eu sabia que era simples, mas era próximo de um compromisso profissional.",hotel,neutra
Please extract the sentiment polarity for the given aspect in the review:,"Os corredores são horríveis, verdadeiramente fúnebres, sendo mal iluminados, com carpetes sujos e manchados, além de falta pintura nas paredes.",corredor,negativa
Please extract the sentiment polarity for the given aspect in the review:,"Os corredores são horríveis, verdadeiramente fúnebres, sendo mal iluminados, com carpetes sujos e manchados, além de falta pintura nas paredes.",carpete,negativa
Please extract the sentiment polarity for the given aspect in the review:,Se você não consegue pagar um Le Meurice ou Ritz da vida e também não suporto mais ficar em hotel que parece uma gaiola e e ainda te pressionam de manha para limpar seu quarto esse hotel é o melhor custo beneficio que vi.,hotel,positiva
Please extract the sentiment polarity for the given aspect in the review:,Excelente localização;,localização,positiva
Please extract the sentiment polarity for the given aspect in the review:,"Atendentes na recepção muito solícitos que auxiliaram na reserva do táxi, instruções e auxílio para guardar a mala;",recepção,positiva
Please extract the sentiment polarity for the given aspect in the review:,Hotel limpo e moderno!,hotel,positiva
Please extract the sentiment polarity for the given aspect in the review:,"Para Paris, uma boa relação de preço e qualidade.",preço,positiva
Please extract the sentiment polarity for the given aspect in the review:,"EU fiquei uma semana neste hotel, é maravilhoso, confortável e tem ótima localização, quem estiver disponivel para caminhar, vai a pé para o louvre, moulan rouge, hotel de ville, catedral de notre dame,.",hotel,positiva
Please extract the sentiment polarity for the given aspect in the review:,"EU fiquei uma semana neste hotel, é maravilhoso, confortável e tem ótima localização, quem estiver disponivel para caminhar, vai a pé para o louvre, moulan rouge, hotel de ville, catedral de notre dame,.",localização,positiva
Please extract the sentiment polarity for the given aspect in the review:,O antendimento é ótimo e o café da manhã tbm.,café da manhã,positiva
Please extract the sentiment polarity for the given aspect in the review:,"Room Tip: os andares mais altos, não dá para escutar o barulho da rua.",rua,neutra
Please extract the sentiment polarity for the given aspect in the review:,Hotel antigo com quartos amplos e super bem localizado.,hotel,positiva
Please extract the sentiment polarity for the given aspect in the review:,Hotel antigo com quartos amplos e super bem localizado.,quarto,positiva
Please extract the sentiment polarity for the given aspect in the review:,Não tomei café da manhã no hotel mas me falaram que o buffet não valia a pena pelo valor.,café da manhã,neutra
Please extract the sentiment polarity for the given aspect in the review:,O Distrikt Hotel em Nova York é um excelente hotel nesta cidade que nunca dorme.,cidade,positiva
Please extract the sentiment polarity for the given aspect in the review:,Limpeza da suite impecavel.,limpeza,positiva
Please extract the sentiment polarity for the given aspect in the review:,"Hotel simples, com banheiros antigos.",hotel,positiva
Please extract the sentiment polarity for the given aspect in the review:,"Tem quarto com duas camas de solteiro, que obviamente será para duas pessoas, mas falta toalha para um dos hospedes, pois só há uma toalha de banho.",quarto,negativa
Please extract the sentiment polarity for the given aspect in the review:,"Tem quarto com duas camas de solteiro, que obviamente será para duas pessoas, mas falta toalha para um dos hospedes, pois só há uma toalha de banho.",toalha,negativa
Please extract the sentiment polarity for the given aspect in the review:,"O café da manhã Até que é gostoso, bem variado.",café da manhã,positiva
Please extract the sentiment polarity for the given aspect in the review:,"bem localizado, pertinho da Notre Dame, 15 min. andando até o Louvre, bons quartos (nas fotos do site eles parecem melhores), piso de madeira, ao lado do metrô que tem linha direta com a estação de trem Gare du Nord, ao lado do RER C que vai para Versailles, recepcionistas são bons (menos uma com cara de nojenta que ficava com má vontade quando pedíamos algo), tem que pagar o café da manhã por fora, foi até melhor porque todos os dias tomávamos café em lugares diferentes :)",quarto,positiva
Please extract the sentiment polarity for the given aspect in the review:,"bem localizado, pertinho da Notre Dame, 15 min. andando até o Louvre, bons quartos (nas fotos do site eles parecem melhores), piso de madeira, ao lado do metrô que tem linha direta com a estação de trem Gare du Nord, ao lado do RER C que vai para Versailles, recepcionistas são bons (menos uma com cara de nojenta que ficava com má vontade quando pedíamos algo), tem que pagar o café da manhã por fora, foi até melhor porque todos os dias tomávamos café em lugares diferentes :)",café da manhã,negativa
Please extract the sentiment polarity for the given aspect in the review:,Apesar das qualificações nao tao boas eu gostei do hotel.,hotel,positiva
Please extract the sentiment polarity for the given aspect in the review:,Os quartos são bem grandes e confortáveis.,quarto,positiva
Please extract the sentiment polarity for the given aspect in the review:,O Pullman Montparnasse teve seus apartamentos renovados recentemente.,apartamento,positiva
Please extract the sentiment polarity for the given aspect in the review:,No meu quarto tinha papel de parede descolando e o carpete estava meio encardido.,carpete,negativa
Please extract the sentiment polarity for the given aspect in the review:,"Sem dúvidas é um ótimo hotel para se hospedar em Las vegas, não tem erro.",hotel,positiva
Please extract the sentiment polarity for the given aspect in the review:,"Enfim, excelente localização!",localização,positiva
Please extract the sentiment polarity for the given aspect in the review:,"Ficamos hospedados por 8 dias no Hotel - A equipe da recepçao tem 2 portuguesas muito simpáticas ,muito atenciosas - Ideal para Brasileiros e Portugueses claro.",hotel,positiva
Please extract the sentiment polarity for the given aspect in the review:,"Todos os locais tem carpete e forte cheiro de cigarro é horrivel, para chegar no apartamentos tem que passar por dentro do cassino que não para, funciona 24 horas com pessoal fumando.",carpete,negativa
Please extract the sentiment polarity for the given aspect in the review:,Excelente localização com vista da janela do apartamento para a Tour Eiffel.,localização,positiva
Please extract the sentiment polarity for the given aspect in the review:,Excelente localização com vista da janela do apartamento para a Tour Eiffel.,apartamento,positiva
Please extract the sentiment polarity for the given aspect in the review:,"Quarto amplo com uma pequena instalação de cozinha com tudo que se precisa, fogão, frigobar, microondas, maquina de lavar louças, utensilios todos que precisar.",quarto,positiva
Please extract the sentiment polarity for the given aspect in the review:,"Quarto amplo com uma pequena instalação de cozinha com tudo que se precisa, fogão, frigobar, microondas, maquina de lavar louças, utensilios todos que precisar.",cozinha,positiva
Please extract the sentiment polarity for the given aspect in the review:,"Banheiro amplo com banheira, chuveiro excelente.",banheira,positiva
Please extract the sentiment polarity for the given aspect in the review:,"Banheiro amplo com banheira, chuveiro excelente.",chuveiro,positiva
Please extract the sentiment polarity for the given aspect in the review:,"Não utilizamos o serviço de quarto, mas não fez falta, ficamos 6 dias.",serviço,positiva
Please extract the sentiment polarity for the given aspect in the review:,Já fiquei neste Hotel 3 vezes!,hotel,positiva
Please extract the sentiment polarity for the given aspect in the review:,"A localização dele é excepcional, em frente ao College de France, a duas quadras da Sorbonne.",localização,positiva
Please extract the sentiment polarity for the given aspect in the review:,"Os funcionários são muito simpáticos, tem até um que fala português!",funcionários,positiva
Please extract the sentiment polarity for the given aspect in the review:,Além disso a internet nao funcionava.,internet,negativa
Please extract the sentiment polarity for the given aspect in the review:,"Um hotel bem agradável, limpo, hospitaleiro e principalmente muito bem localizado.",hotel,positiva
Please extract the sentiment polarity for the given aspect in the review:,"O quarto era pequeno mas bastante limpo, bem como o banheiro.",quarto,positiva
Please extract the sentiment polarity for the given aspect in the review:,"O café da manhã é bom, mas simples e sempre o mesmo.",café da manhã,positiva
Please extract the sentiment polarity for the given aspect in the review:,O ponto mais forte é a localização.,localização,positiva
Please extract the sentiment polarity for the given aspect in the review:,"Eu realmente não aconselho esse lugar, tudo é pessimo, o atendimento inicial, não tem elevador e se você ficar no quarto andar tem que subir tudo sozinho não tem ninguem para lhe ajudar, a comida? pelo amor de Deus, era um lixo, não consigui comer de tão ruim que era, para devolver foi um problema, o guarto não apresenta segurança, tem aspecto sujo",atendimento,negativa
Please extract the sentiment polarity for the given aspect in the review:,"Eu realmente não aconselho esse lugar, tudo é pessimo, o atendimento inicial, não tem elevador e se você ficar no quarto andar tem que subir tudo sozinho não tem ninguem para lhe ajudar, a comida? pelo amor de Deus, era um lixo, não consigui comer de tão ruim que era, para devolver foi um problema, o guarto não apresenta segurança, tem aspecto sujo",elevador,negativa
Please extract the sentiment polarity for the given aspect in the review:,A localização é nota 10.,localização,positiva
Please extract the sentiment polarity for the given aspect in the review:,"Ressalto que não uso o Hotel para reservar restaurantes, passeios etc....",hotel,neutra
Please extract the sentiment polarity for the given aspect in the review:,Fui a negocios e pouco fiquei no hotel.,hotel,neutra
Please extract the sentiment polarity for the given aspect in the review:,"É relativamente bem localizado, porem com quartos bem simples e antigos.",quarto,negativa
Please extract the sentiment polarity for the given aspect in the review:,"Os apartamentos possuem cama, cozinha e banheiro.",apartamento,neutra
Please extract the sentiment polarity for the given aspect in the review:,"Os apartamentos possuem cama, cozinha e banheiro.",cozinha,neutra
Please extract the sentiment polarity for the given aspect in the review:,A limpeza e o serviço definitivamente não são pontos fortes.,limpeza,negativa
Please extract the sentiment polarity for the given aspect in the review:,A limpeza e o serviço definitivamente não são pontos fortes.,serviço,negativa
Please extract the sentiment polarity for the given aspect in the review:,Infelizmente por motivos profissionais eu tenho que ficar neste hotel.,hotel,neutra
Please extract the sentiment polarity for the given aspect in the review:,"O hotel não oferece nenhum conforto como piscina , sala de ginastica ou qualquer outro tipo de lazer.",conforto,neutra
Please extract the sentiment polarity for the given aspect in the review:,"O hotel não oferece nenhum conforto como piscina , sala de ginastica ou qualquer outro tipo de lazer.",piscina,neutra
Please extract the sentiment polarity for the given aspect in the review:,"O quarto é pequeno, sem o menor conforto.",quarto,negativa
Please extract the sentiment polarity for the given aspect in the review:,A TV é minima e a geladeira faz muito barulho.,tv,negativa
Please extract the sentiment polarity for the given aspect in the review:,"O serviço de quarto é péssimo, a comida é horrível.",serviço,negativa
Please extract the sentiment polarity for the given aspect in the review:,"O serviço de quarto é péssimo, a comida é horrível.",serviço de quarto,negativa
Please extract the sentiment polarity for the given aspect in the review:,"O hotel tem uma excelente localização, fica a 200 metros da Gare de Lyon e próximo ao quartier da Bastille.",hotel,neutra
Please extract the sentiment polarity for the given aspect in the review:,"O hotel tem uma excelente localização, fica a 200 metros da Gare de Lyon e próximo ao quartier da Bastille.",localização,positiva
Please extract the sentiment polarity for the given aspect in the review:,"Entretanto, não vale a pena, os quartos são apertados, especialmente os triplos, e a limpeza muito precária.",limpeza,negativa
Please extract the sentiment polarity for the given aspect in the review:,"O banheiro estava sujo, com resíduos em vários cantos da banheira, da pia e do chão.",banheira,negativa
Please extract the sentiment polarity for the given aspect in the review:,"O banheiro estava sujo, com resíduos em vários cantos da banheira, da pia e do chão.",pia,negativa
Please extract the sentiment polarity for the given aspect in the review:,"Os ralos estavam, inclusive, entupidos e o chuveiro não ficava fixo de jeito nenum, dificultando o banho de ducha.",chuveiro,negativa
Please extract the sentiment polarity for the given aspect in the review:,Tivemos uma série de problemas com este hotel desde o momento da reserva.,hotel,negativa
Please extract the sentiment polarity for the given aspect in the review:,"Os funcionários em geral são destreinados e desorganizados, não passam direito a informação entre si.",funcionários,negativa
Please extract the sentiment polarity for the given aspect in the review:,O que não teria acontecido se fossem organizados e prestassem bastante atenção a tudo que foi acordado entre entre o estabelecimento e cliente.,estabelecimento,neutra
Please extract the sentiment polarity for the given aspect in the review:,"Após muito aborrecimento, ligações interurbanas e várias trocas de e-mails com um dos gerentes, resolveram esse problema.",gerente,negativa
Please extract the sentiment polarity for the given aspect in the review:,Ficamos no terceiro andar sem elevador e tivemos que carregar as malas sozinhos.,elevador,negativa
Please extract the sentiment polarity for the given aspect in the review:,"Nos colocaram num quarto para fumantes, mesmo sem ser solicitado, com forte cheiro de cigarro.",quarto,negativa
Please extract the sentiment polarity for the given aspect in the review:,"Reclamamos e resolveram, mas para isso tivemos que subir e descer os 3 lances de escada.",escada,neutra
Please extract the sentiment polarity for the given aspect in the review:,A limpeza é ruim.,limpeza,negativa
Please extract the sentiment polarity for the given aspect in the review:,"De positivo, só o transfer gratuito, tirando o fato de que não fazem reservas e você tem que fazer ligações interurbanas assim que chegar no aeroporto.",aeroporto,neutra
Please extract the sentiment polarity for the given aspect in the review:,"Não usufruímos do café da manhã, então não posso avaliá-lo.",café da manhã,neutra
Please extract the sentiment polarity for the given aspect in the review:,"Café da manha excelente, e para quem nao quer sair a noite, o jantar no hotel e muito bom também!",jantar,positiva
Please extract the sentiment polarity for the given aspect in the review:,"Localização razoável - o hotel fica distante dos principais pontos turísticos da capital francesa, mas em compensação tem estações de metrô que levam o viajante a qualquer parte da cidade.",localização,neutra
Please extract the sentiment polarity for the given aspect in the review:,"Localização razoável - o hotel fica distante dos principais pontos turísticos da capital francesa, mas em compensação tem estações de metrô que levam o viajante a qualquer parte da cidade.",hotel,neutra
Please extract the sentiment polarity for the given aspect in the review:,"Localização razoável - o hotel fica distante dos principais pontos turísticos da capital francesa, mas em compensação tem estações de metrô que levam o viajante a qualquer parte da cidade.",cidade,neutra
Please extract the sentiment polarity for the given aspect in the review:,"Quarto pequeno, apertado e com teto baixo (meio sufocante).",quarto,negativa
Please extract the sentiment polarity for the given aspect in the review:,Serviço ruim - pessoal despreparado para receber quem não conhece a cidade.,serviço,negativa
Please extract the sentiment polarity for the given aspect in the review:,Café da manhã bem servido.,café da manhã,positiva
Please extract the sentiment polarity for the given aspect in the review:,Pia pequena sem lugar para colocar qualquer objeto de uso pessoal.,pia,negativa
Please extract the sentiment polarity for the given aspect in the review:,Corredores do hotel sao extremamente apertados,corredor,negativa
Please extract the sentiment polarity for the given aspect in the review:,Corredores do hotel sao extremamente apertados,hotel,negativa
Please extract the sentiment polarity for the given aspect in the review:,"Pequeno e simples, com recepção tipicamente europeia.",recepção,neutra
Please extract the sentiment polarity for the given aspect in the review:,"O segundo andar estava em reforma, com corredores escuros, tudo meio bizarro.",corredor,negativa
Please extract the sentiment polarity for the given aspect in the review:,"Quarto minusculo (como quase todos em Paris), mas com mobiliario relativamente novo.",quarto,negativa
Please extract the sentiment polarity for the given aspect in the review:,"Banheiro reformado, acima da media para a cidade (sem as abomináveis cortinas de plástico).",cortina,neutra
Please extract the sentiment polarity for the given aspect in the review:,"Este hotel é um daqueles que cobre um santo e acaba descobrindo o outro, ou seja, ele não é muito bom (apesar de eles terem reformado a maioria dos quartos agora), mas tem uma localização ótimo: bem no centro velho.",hotel,negativa
Please extract the sentiment polarity for the given aspect in the review:,"Este hotel é um daqueles que cobre um santo e acaba descobrindo o outro, ou seja, ele não é muito bom (apesar de eles terem reformado a maioria dos quartos agora), mas tem uma localização ótimo: bem no centro velho.",quarto,negativa
Please extract the sentiment polarity for the given aspect in the review:,"Este hotel é um daqueles que cobre um santo e acaba descobrindo o outro, ou seja, ele não é muito bom (apesar de eles terem reformado a maioria dos quartos agora), mas tem uma localização ótimo: bem no centro velho.",localização,positiva
Please extract the sentiment polarity for the given aspect in the review:,"Então, se você quer ficar num local que tenha fácil acesso ao centro este é um lugar que você pode considerar, mas não pense muito no conforto: o quarto e o banheiro são pequenos.",conforto,neutra
Please extract the sentiment polarity for the given aspect in the review:,"O café da manhã é razoável, o atendimento é bom, mas não tem piscina nem sala de ginástica.",café da manhã,positiva
Please extract the sentiment polarity for the given aspect in the review:,"O café da manhã é razoável, o atendimento é bom, mas não tem piscina nem sala de ginástica.",atendimento,positiva
Please extract the sentiment polarity for the given aspect in the review:,"O café da manhã é razoável, o atendimento é bom, mas não tem piscina nem sala de ginástica.",piscina,neutra
Please extract the sentiment polarity for the given aspect in the review:,O padrão é muito bom e segue a marca Confort Suites.,padrão,positiva
Please extract the sentiment polarity for the given aspect in the review:,"Quartos amplos, bem equipados, janelas anti-ruído e bom café da manhã.",café da manhã,positiva
Please extract the sentiment polarity for the given aspect in the review:,Estacionamento e Wi-Fi grátis.,estacionamento,positiva
Please extract the sentiment polarity for the given aspect in the review:,"O atendimento é muito cordial, inclusive te esperando com água gelada cada vez que vc passa pela recepção.",atendimento,positiva
Please extract the sentiment polarity for the given aspect in the review:,Room Tip: Apartamento de fundos são mais silenciosos,apartamento,positiva
Please extract the sentiment polarity for the given aspect in the review:,Não tenho nada de ruim para falar do hotel.,hotel,positiva
Please extract the sentiment polarity for the given aspect in the review:,"O serviço é excelente, assim como a localização, perto de tudo.",serviço,positiva
Please extract the sentiment polarity for the given aspect in the review:,"O serviço é excelente, assim como a localização, perto de tudo.",localização,positiva
Please extract the sentiment polarity for the given aspect in the review:,"Tem elevadores separados por andares, desta forma, quase nunca há fila.",elevador,positiva
Please extract the sentiment polarity for the given aspect in the review:,"O quarto é espaçoso, novo, enfim, excelente.",quarto,positiva
Please extract the sentiment polarity for the given aspect in the review:,"Os quartos deste hotel são bem pequenos, banheiro apertadíssimo.",quarto,negativa
Please extract the sentiment polarity for the given aspect in the review:,"Os quartos deste hotel são bem pequenos, banheiro apertadíssimo.",hotel,neutra
Please extract the sentiment polarity for the given aspect in the review:,"Mesmo assim ficamos hospedados por 6 noites, pois vale pela sua localização.",localização,positiva
Please extract the sentiment polarity for the given aspect in the review:,"Na recepção (noturna), o Abdel (espero estar correto) foi um caso à parte: totalmente atencioso, sempre disposto a nos ajudar; ao contrário dos atendentes do café da manhã (bem servido, com poucas opções, mas com produtos de ótima qualidade).",recepção,positiva
Please extract the sentiment polarity for the given aspect in the review:,"Na recepção (noturna), o Abdel (espero estar correto) foi um caso à parte: totalmente atencioso, sempre disposto a nos ajudar; ao contrário dos atendentes do café da manhã (bem servido, com poucas opções, mas com produtos de ótima qualidade).",café da manhã,positiva
Please extract the sentiment polarity for the given aspect in the review:,"Relação custo benefício vale a pena, comprei pelo Booking e saiu por um preço bom.",preço,positiva
Please extract the sentiment polarity for the given aspect in the review:,"Recepção foi um tanto lenta para fazer o check-in e check-out, contudo nos ajudaram a pegar um taxi rapidinho.",recepção,neutra
Please extract the sentiment polarity for the given aspect in the review:,Café da manhã com poucas variedades.,café da manhã,negativa
Please extract the sentiment polarity for the given aspect in the review:,"Tudo nele é bom, localização, gentileza do staff, tamanho do quarto, bar fantasico, comida maravilhosa, e se você puder pelo menos uma vez na vida passar o reveillon nele, é a cereja do bolo.",localização,positiva
Please extract the sentiment polarity for the given aspect in the review:,"Tudo nele é bom, localização, gentileza do staff, tamanho do quarto, bar fantasico, comida maravilhosa, e se você puder pelo menos uma vez na vida passar o reveillon nele, é a cereja do bolo.",quarto,positiva
Please extract the sentiment polarity for the given aspect in the review:,"Room Tip: Ficamos em um apartamento que não dava para a rua, mas era muito silencioso para dormir, e creio que...",apartamento,positiva
Please extract the sentiment polarity for the given aspect in the review:,Parece mais um hotel de 4 estrelas do que de 3 estrelas.,hotel,positiva
Please extract the sentiment polarity for the given aspect in the review:,"Apesar da distância de 20 minutos ao centro da cidade vale a pena porque o preço é excelente, o metro é junto ao hotel, o atendimento é excelente e os quarto modernos e espaçosos.",centro da cidade,positiva
Please extract the sentiment polarity for the given aspect in the review:,"Apesar da distância de 20 minutos ao centro da cidade vale a pena porque o preço é excelente, o metro é junto ao hotel, o atendimento é excelente e os quarto modernos e espaçosos.",preço,positiva
Please extract the sentiment polarity for the given aspect in the review:,"Apesar da distância de 20 minutos ao centro da cidade vale a pena porque o preço é excelente, o metro é junto ao hotel, o atendimento é excelente e os quarto modernos e espaçosos.",atendimento,positiva
Please extract the sentiment polarity for the given aspect in the review:,"Apesar da distância de 20 minutos ao centro da cidade vale a pena porque o preço é excelente, o metro é junto ao hotel, o atendimento é excelente e os quarto modernos e espaçosos.",quarto,positiva
Please extract the sentiment polarity for the given aspect in the review:,Melhor hotel que já fiquei em Vegas!,hotel,positiva
Please extract the sentiment polarity for the given aspect in the review:,"O quarto é amplo, com mega janelas, mega televisão, cama enorme!",quarto,positiva
Please extract the sentiment polarity for the given aspect in the review:,"O quarto é amplo, com mega janelas, mega televisão, cama enorme!",televisão,positiva
Please extract the sentiment polarity for the given aspect in the review:,"O quarto é amplo, com mega janelas, mega televisão, cama enorme!",cama,positiva
Please extract the sentiment polarity for the given aspect in the review:,"O melhor do hotel é o fato de não ter cassino, então, depois de um dia inteiro andando nos cassinos no meio de milhares de pessoas, é muito bom voltar p o hotel calmo e sem cheiro de cigarro!",cassino,neutra
Please extract the sentiment polarity for the given aspect in the review:,Hotel ruim.,hotel,negativa
Please extract the sentiment polarity for the given aspect in the review:,Camareiras arrumam o quarto por volta das 16 hs da tarde!,quarto,neutra
Please extract the sentiment polarity for the given aspect in the review:,"Esquecem de trocar toalhas, deixam lixo.",toalha,negativa
Please extract the sentiment polarity for the given aspect in the review:,"Ficamos neste hotel e gostamos muito, perto de 2 estações do metrô o que facilitou muito a circulação pela cidade, também tinha vários restaurantes, padarias, mercados perto e era numa rua bem sossegada.",hotel,positiva
Please extract the sentiment polarity for the given aspect in the review:,"Ficamos neste hotel e gostamos muito, perto de 2 estações do metrô o que facilitou muito a circulação pela cidade, também tinha vários restaurantes, padarias, mercados perto e era numa rua bem sossegada.",cidade,neutra
Please extract the sentiment polarity for the given aspect in the review:,"Ficamos neste hotel e gostamos muito, perto de 2 estações do metrô o que facilitou muito a circulação pela cidade, também tinha vários restaurantes, padarias, mercados perto e era numa rua bem sossegada.",rua,positiva
Please extract the sentiment polarity for the given aspect in the review:,"Neste hotel tinha café da manhã muito bom, o atendimento foi excelente, todos muito simpáticos, apesar da fama de mal humorado dos franceses.",café da manhã,positiva
Please extract the sentiment polarity for the given aspect in the review:,"Neste hotel tinha café da manhã muito bom, o atendimento foi excelente, todos muito simpáticos, apesar da fama de mal humorado dos franceses.",atendimento,positiva
Please extract the sentiment polarity for the given aspect in the review:,"O hotel têm uma ótima localização, próxima a metro, pontos turísticos e comércio.",hotel,positiva
Please extract the sentiment polarity for the given aspect in the review:,"O hotel têm uma ótima localização, próxima a metro, pontos turísticos e comércio.",localização,positiva
Please extract the sentiment polarity for the given aspect in the review:,"Hotel novo, limpo, conservado, com cafe da manha de boa qualidade incluido na diaria, com Wi-Fi gratis de qualidade razoavel.",hotel,positiva
Please extract the sentiment polarity for the given aspect in the review:,Fiz a escolha deste hotel baseada nas recomendações do Trip Advisor e não me arrependi nem um pouco.,hotel,positiva
Please extract the sentiment polarity for the given aspect in the review:,"O apartamento era espaçoso, limpo, com decoração sem exageros e o melhor de tudo, sem cheiro de cigarro.",apartamento,positiva
Please extract the sentiment polarity for the given aspect in the review:,O único detalhe que fez falta foi o frigobar.,frigobar,negativa
Please extract the sentiment polarity for the given aspect in the review:,"Porém, seu grande diferencial está no atendimento simpatico e eficiente,",atendimento,positiva
Please extract the sentiment polarity for the given aspect in the review:,"Os quartos são pequenos, mas suficiente a um casal.",quarto,positiva
Please extract the sentiment polarity for the given aspect in the review:,"Os quartos são pequenos, mas suficiente a um casal.",casal,positiva
Please extract the sentiment polarity for the given aspect in the review:,A limpeza é impecável.,limpeza,positiva
Please extract the sentiment polarity for the given aspect in the review:,"Apesar de não ter muito direito de reclamar pelo hotel ser barato, mas é importante deixar minha manifestação.",hotel,neutra
Please extract the sentiment polarity for the given aspect in the review:,O elevador da morte que dá uns trancos quase parando.,elevador,negativa
Please extract the sentiment polarity for the given aspect in the review:,"Hotel de faixada, ou seja, linda faixada e entrada, porém os apartamentos são muito ruins.",apartamento,negativa
Please extract the sentiment polarity for the given aspect in the review:,Internet lenta.,internet,negativa
Please extract the sentiment polarity for the given aspect in the review:,Mas no geral o preço é bom.,preço,positiva
Please extract the sentiment polarity for the given aspect in the review:,"Estive do dia 31 ao dia 2 hospedado no Continental Business na Bela Capital Gaúcha, um prédio bem conservado num dos lugares mais centrais da cidade.",cidade,neutra
Please extract the sentiment polarity for the given aspect in the review:,"Com nova gerência o empreendimento prima pelo melhoramento em serviço e a prova disso foi a minha descoberta de que estava num hotel como eu gosto quase lotado, apartamentos de ótimo padrão embora pequenos, mas para o executivo a trabalho não há necessidade de mais, Arrumação e Limpeza BOA e a tempo e Horas o que nem sempre se encontra.",gerência,positiva
Please extract the sentiment polarity for the given aspect in the review:,"Com nova gerência o empreendimento prima pelo melhoramento em serviço e a prova disso foi a minha descoberta de que estava num hotel como eu gosto quase lotado, apartamentos de ótimo padrão embora pequenos, mas para o executivo a trabalho não há necessidade de mais, Arrumação e Limpeza BOA e a tempo e Horas o que nem sempre se encontra.",serviço,neutra
Please extract the sentiment polarity for the given aspect in the review:,"Com nova gerência o empreendimento prima pelo melhoramento em serviço e a prova disso foi a minha descoberta de que estava num hotel como eu gosto quase lotado, apartamentos de ótimo padrão embora pequenos, mas para o executivo a trabalho não há necessidade de mais, Arrumação e Limpeza BOA e a tempo e Horas o que nem sempre se encontra.",hotel,positiva
Please extract the sentiment polarity for the given aspect in the review:,"Com nova gerência o empreendimento prima pelo melhoramento em serviço e a prova disso foi a minha descoberta de que estava num hotel como eu gosto quase lotado, apartamentos de ótimo padrão embora pequenos, mas para o executivo a trabalho não há necessidade de mais, Arrumação e Limpeza BOA e a tempo e Horas o que nem sempre se encontra.",apartamento,positiva
Please extract the sentiment polarity for the given aspect in the review:,"Com nova gerência o empreendimento prima pelo melhoramento em serviço e a prova disso foi a minha descoberta de que estava num hotel como eu gosto quase lotado, apartamentos de ótimo padrão embora pequenos, mas para o executivo a trabalho não há necessidade de mais, Arrumação e Limpeza BOA e a tempo e Horas o que nem sempre se encontra.",padrão,neutra
Please extract the sentiment polarity for the given aspect in the review:,"Com nova gerência o empreendimento prima pelo melhoramento em serviço e a prova disso foi a minha descoberta de que estava num hotel como eu gosto quase lotado, apartamentos de ótimo padrão embora pequenos, mas para o executivo a trabalho não há necessidade de mais, Arrumação e Limpeza BOA e a tempo e Horas o que nem sempre se encontra.",limpeza,positiva
