inputs,instructions,outputs
Please extract the aspect terms in the review:,"Veja debaixo da cama, está imunda.",Ningún aspecto
Please extract the aspect terms in the review:,O cobertor é sujo e nos coçamos a noite toda.,Ningún aspecto
Please extract the aspect terms in the review:,"A agua demora muito a aquecer, minha esposa tomou banho frio numa noite fria porque, após tanto esperar, achou que não havia agua quente.",Ningún aspecto
Please extract the aspect terms in the review:,"O hotel é muito mal localizado, numa avenida famosa por prostituição e com barulho de carros e metrô (que na verdade é um trem de superfície).",Ningún aspecto
Please extract the aspect terms in the review:,Moradores da região me alertaram que não é seguro sair de noite.,Ningún aspecto
Please extract the aspect terms in the review:,"Nota fiscal foi dada apenas por uma diária, com metade do valor (60 reais, em vez de 120 por diária).",Ningún aspecto
Please extract the aspect terms in the review:,"Não tivemos tempo de reclamar disso, pois poucas horas depois partiria nosso voo e estávamos com pressa.",Ningún aspecto
Please extract the aspect terms in the review:,"Diferente do que fariam numa gestão profissional, não recebemos absolutamente nenhuma compensação pelo aborrecimento.",Ningún aspecto
Please extract the aspect terms in the review:,"Após muita discussão, se limitaram a cobrar o valor correto e nos colocar no pior quarto do hotel.",Ningún aspecto
Please extract the aspect terms in the review:,É o pior hotel em que já me hospedei e não o recomendo a ninguém.,Ningún aspecto
Please extract the aspect terms in the review:,Não pense que irá economizar se hospedando nele.,Ningún aspecto
Please extract the aspect terms in the review:,"Café da manha excelente, e para quem nao quer sair a noite, o jantar no hotel e muito bom também!",jantar
Please extract the aspect terms in the review:,"Como toda a rede Novotel, este segue o padrao, moderno, limpo, e com localizarão perfeita!",Ningún aspecto
Please extract the aspect terms in the review:,O Staff e muito simpático e solicito!,Ningún aspecto
Please extract the aspect terms in the review:,"E pertinho da Torre Eiffel (do hotel para a torre e uma subida), com metro próximo, e padarias com deliciosos croissants!!",Ningún aspecto
Please extract the aspect terms in the review:,"Localização razoável - o hotel fica distante dos principais pontos turísticos da capital francesa, mas em compensação tem estações de metrô que levam o viajante a qualquer parte da cidade.",localização [ssep] hotel [ssep] cidade
Please extract the aspect terms in the review:,"Quarto pequeno, apertado e com teto baixo (meio sufocante).",quarto
Please extract the aspect terms in the review:,Serviço ruim - pessoal despreparado para receber quem não conhece a cidade.,serviço
Please extract the aspect terms in the review:,Café da manhã bem servido.,café da manhã
Please extract the aspect terms in the review:,Pia pequena sem lugar para colocar qualquer objeto de uso pessoal.,pia
Please extract the aspect terms in the review:,Corredores do hotel sao extremamente apertados,corredor [ssep] hotel
Please extract the aspect terms in the review:,Bem localizado a apenas duas quadras de Time Square e no coracao de Manhattan,Ningún aspecto
Please extract the aspect terms in the review:,Quartos limpos porem pequenos.,Ningún aspecto
Please extract the aspect terms in the review:,"banheiros pequenos.box pequeno,somente com cortina, o que torna inevitavel molhar o banheiro durante banho.",Ningún aspecto
Please extract the aspect terms in the review:,Restaurante pequeno.,Ningún aspecto
Please extract the aspect terms in the review:,"Pessoal da recepcao muito atencioso,educados e prestativos",Ningún aspecto
Please extract the aspect terms in the review:,Nao usaria novamente,Ningún aspecto
Please extract the aspect terms in the review:,"Pequeno e simples, com recepção tipicamente europeia.",recepção
Please extract the aspect terms in the review:,"O segundo andar estava em reforma, com corredores escuros, tudo meio bizarro.",corredor
Please extract the aspect terms in the review:,"Quarto minusculo (como quase todos em Paris), mas com mobiliario relativamente novo.",quarto
Please extract the aspect terms in the review:,"Banheiro reformado, acima da media para a cidade (sem as abomináveis cortinas de plástico).",cortina
Please extract the aspect terms in the review:,Boa localizaçao.,Ningún aspecto
Please extract the aspect terms in the review:,"Este hotel é um daqueles que cobre um santo e acaba descobrindo o outro, ou seja, ele não é muito bom (apesar de eles terem reformado a maioria dos quartos agora), mas tem uma localização ótimo: bem no centro velho.",hotel [ssep] quarto [ssep] localização
Please extract the aspect terms in the review:,"Então, se você quer ficar num local que tenha fácil acesso ao centro este é um lugar que você pode considerar, mas não pense muito no conforto: o quarto e o banheiro são pequenos.",conforto
Please extract the aspect terms in the review:,"O café da manhã é razoável, o atendimento é bom, mas não tem piscina nem sala de ginástica.",café da manhã [ssep] atendimento [ssep] piscina
Please extract the aspect terms in the review:,Ah! algo que funciona bem lá é o aquecedor em épocas de frio!!,Ningún aspecto
Please extract the aspect terms in the review:,O padrão é muito bom e segue a marca Confort Suites.,padrão
Please extract the aspect terms in the review:,"Quartos amplos, bem equipados, janelas anti-ruído e bom café da manhã.",café da manhã
Please extract the aspect terms in the review:,Estacionamento e Wi-Fi grátis.,estacionamento
Please extract the aspect terms in the review:,"O atendimento é muito cordial, inclusive te esperando com água gelada cada vez que vc passa pela recepção.",atendimento
Please extract the aspect terms in the review:,Room Tip: Apartamento de fundos são mais silenciosos,apartamento
Please extract the aspect terms in the review:,Hotel afastado da Strip.,Ningún aspecto
Please extract the aspect terms in the review:,Bom para que quer descansar do agito ou tem crianças.,Ningún aspecto
Please extract the aspect terms in the review:,Uma bagatela!,Ningún aspecto
Please extract the aspect terms in the review:,Não tenho nada de ruim para falar do hotel.,hotel
Please extract the aspect terms in the review:,"O serviço é excelente, assim como a localização, perto de tudo.",serviço [ssep] localização
Please extract the aspect terms in the review:,"Tem elevadores separados por andares, desta forma, quase nunca há fila.",elevador
Please extract the aspect terms in the review:,"O quarto é espaçoso, novo, enfim, excelente.",quarto
Please extract the aspect terms in the review:,Já me hospedei 2 vezes lá e se voltar a Las Vegas ficarei lá novamente.,Ningún aspecto
Please extract the aspect terms in the review:,"Room Tip: Quanto mais alto, melhor a vista.",Ningún aspecto
Please extract the aspect terms in the review:,"Os quartos deste hotel são bem pequenos, banheiro apertadíssimo.",quarto [ssep] hotel
Please extract the aspect terms in the review:,"Mesmo assim ficamos hospedados por 6 noites, pois vale pela sua localização.",localização
Please extract the aspect terms in the review:,"Na recepção (noturna), o Abdel (espero estar correto) foi um caso à parte: totalmente atencioso, sempre disposto a nos ajudar; ao contrário dos atendentes do café da manhã (bem servido, com poucas opções, mas com produtos de ótima qualidade).",recepção [ssep] café da manhã
Please extract the aspect terms in the review:,A rede Ibis me dava a falsa sensação de ser tudo igual!!,Ningún aspecto
Please extract the aspect terms in the review:,Ledo engano.,Ningún aspecto
Please extract the aspect terms in the review:,"Relação custo benefício vale a pena, comprei pelo Booking e saiu por um preço bom.",preço
Please extract the aspect terms in the review:,"Recepção foi um tanto lenta para fazer o check-in e check-out, contudo nos ajudaram a pegar um taxi rapidinho.",recepção
Please extract the aspect terms in the review:,Café da manhã com poucas variedades.,café da manhã
Please extract the aspect terms in the review:,Próximo ao Rio Guaíba e pontos turísticos de POA.,Ningún aspecto
Please extract the aspect terms in the review:,Bastante confortável.,Ningún aspecto
Please extract the aspect terms in the review:,"Tudo nele é bom, localização, gentileza do staff, tamanho do quarto, bar fantasico, comida maravilhosa, e se você puder pelo menos uma vez na vida passar o reveillon nele, é a cereja do bolo.",localização [ssep] quarto
Please extract the aspect terms in the review:,"Room Tip: Ficamos em um apartamento que não dava para a rua, mas era muito silencioso para dormir, e creio que...",apartamento
Please extract the aspect terms in the review:,O restaurante além de ser lindissimo tem um chef com tres estrelas michelin e é imperdível.,Ningún aspecto
Please extract the aspect terms in the review:,Só não espere que seja barato.,Ningún aspecto
Please extract the aspect terms in the review:,Parece mais um hotel de 4 estrelas do que de 3 estrelas.,hotel
Please extract the aspect terms in the review:,"Apesar da distância de 20 minutos ao centro da cidade vale a pena porque o preço é excelente, o metro é junto ao hotel, o atendimento é excelente e os quarto modernos e espaçosos.",centro da cidade [ssep] preço [ssep] atendimento [ssep] quarto
Please extract the aspect terms in the review:,Relação preço/qualidade recomendo totalmente.,Ningún aspecto
Please extract the aspect terms in the review:,Room Tip: Longe de elevadores e o mais no topo possível,Ningún aspecto
Please extract the aspect terms in the review:,Melhor hotel que já fiquei em Vegas!,hotel
Please extract the aspect terms in the review:,"O quarto é amplo, com mega janelas, mega televisão, cama enorme!",quarto [ssep] televisão [ssep] cama
Please extract the aspect terms in the review:,"O melhor do hotel é o fato de não ter cassino, então, depois de um dia inteiro andando nos cassinos no meio de milhares de pessoas, é muito bom voltar p o hotel calmo e sem cheiro de cigarro!",cassino
Please extract the aspect terms in the review:,"Extremamente limpo, todo novo e moderno.",Ningún aspecto
Please extract the aspect terms in the review:,Lindo demais!,Ningún aspecto
Please extract the aspect terms in the review:,Muito bom!!!,Ningún aspecto
Please extract the aspect terms in the review:,Recomendo demais!!!!,Ningún aspecto
Please extract the aspect terms in the review:,Hotel ruim.,hotel
Please extract the aspect terms in the review:,Camareiras arrumam o quarto por volta das 16 hs da tarde!,quarto
Please extract the aspect terms in the review:,"Esquecem de trocar toalhas, deixam lixo.",toalha
Please extract the aspect terms in the review:,Totalmente fora do padrão Ibis.,Ningún aspecto
Please extract the aspect terms in the review:,"Sempre me hospedo na rede Ibis, mas esse hotel é péssimo.",Ningún aspecto
Please extract the aspect terms in the review:,Seriviço de restaurante também ruim.,Ningún aspecto
Please extract the aspect terms in the review:,Ar condicionado sem funcionar por mais de um mês.,Ningún aspecto
Please extract the aspect terms in the review:,Fujam desse hotel.,Ningún aspecto
Please extract the aspect terms in the review:,"Ficamos neste hotel e gostamos muito, perto de 2 estações do metrô o que facilitou muito a circulação pela cidade, também tinha vários restaurantes, padarias, mercados perto e era numa rua bem sossegada.",hotel [ssep] cidade [ssep] rua
Please extract the aspect terms in the review:,"Neste hotel tinha café da manhã muito bom, o atendimento foi excelente, todos muito simpáticos, apesar da fama de mal humorado dos franceses.",café da manhã [ssep] atendimento
Please extract the aspect terms in the review:,"O hotel têm uma ótima localização, próxima a metro, pontos turísticos e comércio.",hotel [ssep] localização
Please extract the aspect terms in the review:, Apesar do quarto ser bem pequeno ele é bem confortável.,Ningún aspecto
Please extract the aspect terms in the review:,"   Tivemos um pequeno problema no primeiro dia em que nosso quarto não foi arrumado, tivemos que pedir na recepção.",Ningún aspecto
Please extract the aspect terms in the review:,   O café da manhã tive boas opções mas sempre era muito tumultuado.,Ningún aspecto
Please extract the aspect terms in the review:,   Ótimo custo benefício.,Ningún aspecto
Please extract the aspect terms in the review:,"Hotel novo, limpo, conservado, com cafe da manha de boa qualidade incluido na diaria, com Wi-Fi gratis de qualidade razoavel.",hotel
Please extract the aspect terms in the review:,"A desvantagem e o tamanho do quarto, bem pequeno, mas pelo preco em NY-Manhattan e dificil achar um quarto grande num bom preco.",Ningún aspecto
Please extract the aspect terms in the review:,Vi na propaganda num voo da American Airlines que os hoteis Marriott que sao da rede Fairfield tem cafe da manha e wi-fi incluidos na diaria.,Ningún aspecto
Please extract the aspect terms in the review:,Eu recomendo este hotel!!!,Ningún aspecto
Please extract the aspect terms in the review:,Fiz a escolha deste hotel baseada nas recomendações do Trip Advisor e não me arrependi nem um pouco.,hotel
Please extract the aspect terms in the review:,"O apartamento era espaçoso, limpo, com decoração sem exageros e o melhor de tudo, sem cheiro de cigarro.",apartamento
Please extract the aspect terms in the review:,O único detalhe que fez falta foi o frigobar.,frigobar
Please extract the aspect terms in the review:,"Aliás, fiquei até surpresa.",Ningún aspecto
Please extract the aspect terms in the review:,O hotel foi inteiramente reformado.,Ningún aspecto
Please extract the aspect terms in the review:,Localizaçào muito boa.,Ningún aspecto
Please extract the aspect terms in the review:,"Porém, seu grande diferencial está no atendimento simpatico e eficiente,",atendimento
Please extract the aspect terms in the review:,"Os quartos são pequenos, mas suficiente a um casal.",quarto [ssep] casal
Please extract the aspect terms in the review:,A limpeza é impecável.,limpeza
Please extract the aspect terms in the review:,O Acacia Etoile é muito bem localizado.,Ningún aspecto
Please extract the aspect terms in the review:,O fato de todos atendentes falarem português é um elemento decisivo na hora de fazer reservas a shows e restaurantes.,Ningún aspecto
Please extract the aspect terms in the review:,"Apesar de não ter muito direito de reclamar pelo hotel ser barato, mas é importante deixar minha manifestação.",hotel
Please extract the aspect terms in the review:,O elevador da morte que dá uns trancos quase parando.,elevador
Please extract the aspect terms in the review:,"Hotel de faixada, ou seja, linda faixada e entrada, porém os apartamentos são muito ruins.",apartamento
Please extract the aspect terms in the review:,Internet lenta.,internet
Please extract the aspect terms in the review:,Mas no geral o preço é bom.,preço
Please extract the aspect terms in the review:,"Na época que fui a Porto alegre estava muito quente e não tinha ar condicionado, somente um ventilador que fazia o calor se espalhar.",Ningún aspecto
Please extract the aspect terms in the review:,"Estive do dia 31 ao dia 2 hospedado no Continental Business na Bela Capital Gaúcha, um prédio bem conservado num dos lugares mais centrais da cidade.",cidade
Please extract the aspect terms in the review:,"Com nova gerência o empreendimento prima pelo melhoramento em serviço e a prova disso foi a minha descoberta de que estava num hotel como eu gosto quase lotado, apartamentos de ótimo padrão embora pequenos, mas para o executivo a trabalho não há necessidade de mais, Arrumação e Limpeza BOA e a tempo e Horas o que nem sempre se encontra.",gerência [ssep] serviço [ssep] hotel [ssep] apartamento [ssep] padrão [ssep] limpeza
Please extract the aspect terms in the review:,"Está próximo de tudo principalmente do FAMOSO mercado Municipal de Porto Alegre, onde continuam as bancas que tanto encantam moradores e turistas, e mesmo executivos em transito ou trabalho.",turista
Please extract the aspect terms in the review:,O restaurante tem um serviço célere e os pratos têm um variedade suficiente para agradar todos os gostos e necessidades.,Ningún aspecto
Please extract the aspect terms in the review:,"Pelo preço cobrado, não posso reclamar nada e ainda tem o transfer de/para o aeroporto.",preço [ssep] aeroporto
Please extract the aspect terms in the review:,"Nas três vezes encontrei os quartos limpos e organizados, chuveiro também funcionando mto bem.",quarto [ssep] chuveiro
Please extract the aspect terms in the review:,"Atendimento ok, sem brilho, mas eficiente.",atendimento
Please extract the aspect terms in the review:,Internet wireless tbm funcionou legal.,internet
Please extract the aspect terms in the review:,"Não tem elevador, então quem vem com mta bagagem sofre.",elevador
Please extract the aspect terms in the review:,Já é a terceira vez que me hospedo no Expressinho.,Ningún aspecto
Please extract the aspect terms in the review:,Não vejo nada demais.,Ningún aspecto
Please extract the aspect terms in the review:,"É ideal para quem busca uma opção barata, limpa e prática para conexões longas em Porto Alegre.",Ningún aspecto
Please extract the aspect terms in the review:,"Na ultima vez, devido aeroporto fechado com nevoeiro, dei no-show e cheguei só na manhã do dia seguinte, mesmo assim foi me honrada a reserva e ainda me deram desconto.",Ningún aspecto
Please extract the aspect terms in the review:,"Desvantagens: se pegar quarto com frente para a avenida e Trensurb, se prepare para o barulho, que realmente é alto, opte pelos quartos de fundo.",Ningún aspecto
Please extract the aspect terms in the review:,"Café-da-manhã compartilhado com o vizinho Express, eu gostei, bom.",Ningún aspecto
Please extract the aspect terms in the review:,"Acomodação muito boa (quarto largo, confortável e banheiro amplo) e staff extremamente profissional e acolhedor, associado à ótima localização (na esquina da Time Square).",quarto [ssep] localização
Please extract the aspect terms in the review:,"Diferencial do café da manhã (incluso), pouco usual em NYC.",café da manhã
Please extract the aspect terms in the review:,Concierge solícito e prestativo.,Ningún aspecto
Please extract the aspect terms in the review:,"Wi fi grátis, outro diferencial.",Ningún aspecto
Please extract the aspect terms in the review:,Recomendo sem titubear.,Ningún aspecto
Please extract the aspect terms in the review:,"Horrivel...apesar de perto de metro , a area é pessima , e o hotel nem se fala...  Limpeza , café da manhã, atendimento , conservação do hotel...tudo pessimo.",hotel [ssep] limpeza [ssep] café da manhã [ssep] atendimento
Please extract the aspect terms in the review:,Pior lugar que já fiquei hospedada..principalmente pelo atendimento...rudes e mal humorados.,Ningún aspecto
Please extract the aspect terms in the review:,Só permaneci no hotel pois pela CVC não conseguia trocar.,Ningún aspecto
Please extract the aspect terms in the review:,"E a 2 vez que retorno a este hotel,continua muito bom com uma localizacao incrivel,quartos muito grandes com area de estar porem atendimento mediano e nescessario subir com suas malas ao menos que pague 5 dolares para o bellmen ou e nescessario esperar bastante pelas toalhas.",hotel [ssep] quarto [ssep] atendimento [ssep] toalha
Please extract the aspect terms in the review:,mas ok o hotel oferece otimo custo beneficio recomendo otima opcao para nyc,Ningún aspecto
Please extract the aspect terms in the review:,"Muito bom hotel, ótima localização, quarto confortável (cama nota dez), banheiro limpo.",hotel [ssep] localização [ssep] quarto [ssep] cama
Please extract the aspect terms in the review:,"Senti falta de um frigobar, mas há a possibilidade de pegar gelo no lobby e colocar em recipiente térmico no quarto.",Ningún aspecto
Please extract the aspect terms in the review:,"Dica importante: na hora de ir embora, não pegue o táxi oferecido pelo funcionário do hotel.",Ningún aspecto
Please extract the aspect terms in the review:,É bem mais caro.,Ningún aspecto
Please extract the aspect terms in the review:,Chame você mesmo e economize alguns dólares!,Ningún aspecto
Please extract the aspect terms in the review:,"Os funcionários não são muito simpáticos, só havia um funcionário da Recepção que era bastante simpático e prestativo (o nome dele é Jack).",funcionários [ssep] recepção
Please extract the aspect terms in the review:,"O café da manhã por 7 euros por pessoa é simples, porém é um bom preço para Paris que é uma cidade muito cara.",preço [ssep] cidade
Please extract the aspect terms in the review:,"É um Hotel simples, porém aconchegante.",Ningún aspecto
Please extract the aspect terms in the review:,Nossa maior reclamação é com relação à iluminação dos quartos que é muito baixinha à noite.,Ningún aspecto
Please extract the aspect terms in the review:,Preferimos algo mais iluminado!!!,Ningún aspecto
Please extract the aspect terms in the review:,"Boa relação custo-benefício, fica muito perto do Times Square, os quartos são bem limpos e aconchegantes, a cama é ótima, não tem café da manhã, mas são fornecidos café, chá e açúcar diariamente, e tem muitos mercadinhos e starbucks há uma quadra de distância.",custo-benefício [ssep] quarto [ssep] cama [ssep] café da manhã
Please extract the aspect terms in the review:,A simpatia dos funcionários deixa a desejar!,funcionários
Please extract the aspect terms in the review:,"Muito boa a estadia, quartos bons, amplos, totalmente reformados.",quarto
Please extract the aspect terms in the review:,A equipe do hotel é muito eficiente e atenciosa.,hotel
Please extract the aspect terms in the review:,"A localização, em frente ao metro, é bem prática e fica-se perto de tudo.",localização
Please extract the aspect terms in the review:,"Maureen, Martin, Cédric e Gal Stern, todos muito prestativos e profissionais.",Ningún aspecto
Please extract the aspect terms in the review:,"Ficaria hospedada aí novamente, com certeza.",Ningún aspecto
Please extract the aspect terms in the review:,Excelente.,Ningún aspecto
Please extract the aspect terms in the review:,Room Tip: Os quartos que dão para a estação são mais barulhentos.,Ningún aspecto
Please extract the aspect terms in the review:,"O Hotel está muito novo, quartos amplos e limpos.",hotel [ssep] quarto
Please extract the aspect terms in the review:,"Bem localizado, com uma ligaçào ao Hotel Belagio e também para o shopping Cristal.",shopping
Please extract the aspect terms in the review:,No mesmo complexo há o Aria onde recomendo os restaurantes e principalmente o Buffet,Ningún aspecto
Please extract the aspect terms in the review:,"O hotel , por não ter casino , é muito exclusivo, pois não tem uma grande circulaçào de pessoas.",Ningún aspecto
Please extract the aspect terms in the review:,O Hotel Continental é uma excelente opção para quem quer se hospedar no centro de negócios de Porto Alegre.,hotel
Please extract the aspect terms in the review:,Ponto mais positivo é a localização.,localização
Please extract the aspect terms in the review:,"Em regra, é um hotel antigo, com cara antiga.",Ningún aspecto
Please extract the aspect terms in the review:,"Merecia uma boa reforma, mas ainda sim a pessoa é muito bem tratado e consegue descansar bem depois de um longo dia de trabalho.",Ningún aspecto
Please extract the aspect terms in the review:,I had a good time in this hotel.,hotel
Please extract the aspect terms in the review:,Os funcionários são muito prestativos.,funcionários
Please extract the aspect terms in the review:,"O café da manhã é ótimo, os quartos são limpos, as camas são boas e é bastante silencioso.",café da manhã [ssep] quarto [ssep] cama
Please extract the aspect terms in the review:,The staff is very friendly.,Ningún aspecto
Please extract the aspect terms in the review:,Breakfast is good.,Ningún aspecto
Please extract the aspect terms in the review:,"Coffee, tea, juice all day long for free.",Ningún aspecto
Please extract the aspect terms in the review:,Rooms clean and good beds.,Ningún aspecto
Please extract the aspect terms in the review:,Tive uma ótima estadia neste hotel.,Ningún aspecto
Please extract the aspect terms in the review:,Room Tip: Ask for a room with twin beds.,Ningún aspecto
Please extract the aspect terms in the review:,Duas vezes neste hotel.,hotel
Please extract the aspect terms in the review:,"Ficamos em um quarto amplo, andar alto, vista pra Catedral!",quarto
Please extract the aspect terms in the review:,Dá pra chegar do aeroporto saltando na estação em frente!,aeroporto
Please extract the aspect terms in the review:,"Localização perfeita, acesso ao metro muito fácil!",localização
Please extract the aspect terms in the review:,"Preço um pouco salgado, mas é possível conseguir promoções...",preço
Please extract the aspect terms in the review:,Atendimento personalizado.,atendimento
Please extract the aspect terms in the review:,"Toda a equipe é maravilhosa, e o Mr Tanner é incrível, resolve todos os problemas!",Ningún aspecto
Please extract the aspect terms in the review:,"Bom hotel, quarto de bom tamanho, cama confortável, banheiro com banheira mas com ducha fixa, cafe da manha muito bom.",hotel [ssep] quarto [ssep] cama [ssep] banheira [ssep] ducha
Please extract the aspect terms in the review:,"Este hotel esta localizado em uma rua residencial sem muitas opções de restaurantes e lojas, porém andando um pouco, na vaugirard existem varias lojas, supermercados...",rua
Please extract the aspect terms in the review:,Metro a uma caminhada de uns 10 min.,Ningún aspecto
Please extract the aspect terms in the review:,Uma boa opção em Paris.,Ningún aspecto
Please extract the aspect terms in the review:,"Este hotel apresenta uma relação qualidade Vs preço Vs localização, muito boa.",hotel [ssep] preço [ssep] localização
Please extract the aspect terms in the review:,Apenas queria deixar uma nota de que os colchões deviam ter melhor qualidade (são demasiado moles) para que o sono fosse perfeito.,Ningún aspecto
Please extract the aspect terms in the review:,"Não provei o pequeno almoço, pois nas imediações do hotel há cafetarias e supermercados bons com um preço final mais em conta!",Ningún aspecto
Please extract the aspect terms in the review:,Excelente localização ao mesmo custo do Circus-Circus (que fica muito longe).,localização
Please extract the aspect terms in the review:,"Café da manhã incluso para 2 pessoas (USD 9,00 por pessoa, por dia).",café da manhã
Please extract the aspect terms in the review:,Ótimos quartos.,quarto
Please extract the aspect terms in the review:,"Hotel com muitas piscinas, mas não utilizamos nenhuma devido ao frio.",hotel [ssep] piscina
Please extract the aspect terms in the review:,"Dali, pode-se fazer praticamente tudo a pé, pois está localizado no coração da Las Vegas Strip.",Ningún aspecto
Please extract the aspect terms in the review:,Ótima localização e atendimento.,localização [ssep] atendimento
Please extract the aspect terms in the review:,"Quarto confortável, apesar de esperar ser um pouco mais silencioso em relação aos barulhos da agitada NY.",quarto
Please extract the aspect terms in the review:,"Fiquei hospedada 2 vezes na mesma viagem (ida e volta) e por engano, na volta, nos colocaram na área de fumante e não foi possível a troca.",Ningún aspecto
Please extract the aspect terms in the review:,Creio ter sido uma falha.,Ningún aspecto
Please extract the aspect terms in the review:,"Excelente localização, próximo a Times Square.",localização
Please extract the aspect terms in the review:,"Hotel antigo, mas muito bem conservado.",hotel
Please extract the aspect terms in the review:,"Os quartos são pequenos, mas atendem a um casal sem problema.",quarto
Please extract the aspect terms in the review:,Tem wifi nas áreas comuns e um atendimento muito bom.,atendimento
Please extract the aspect terms in the review:,"A diária não inclui café da manhã, mas há várias opções por perto, uma ao lado do lobby, que é lindo e parece uma boate, com vários sofás e música alta.",Ningún aspecto
Please extract the aspect terms in the review:,Adorei.,Ningún aspecto
Please extract the aspect terms in the review:,Quartos de bom tamanho com cozinha equipada.,quarto [ssep] cozinha
Please extract the aspect terms in the review:,"Cobraram uma taxa de US$2,00 por dia por quarto que segundo o recepcionista era para cobrir custos do uso do estacionamento, internet no quarto e cafe da manha simples para todos os hospedes, mas pelo que entendi esta taxa e obrigatoria, ou seja, se voce nao usar o estacionamento, internet ou mesmo tomar o cafe da manha vai ter que pagar de qualquer maneira.",estacionamento [ssep] internet
Please extract the aspect terms in the review:,"Excelente localização, funcionários extremamente atenciosos, quartos limpos e confortáveis, banheiro bom.",localização [ssep] funcionários [ssep] quarto
Please extract the aspect terms in the review:,"O café da manhã está dentro dos padrões europeus, mas poderia ser um pouquinho melhor para o hotel ser classificado como perfeito,",café da manhã [ssep] hotel
Please extract the aspect terms in the review:,"Quando retornar a Paris, com certeza ficarei novamente nesse hotel.",Ningún aspecto
Please extract the aspect terms in the review:,Super bem localizado praticamente nao precisa de taxi para muitos pontos importantes da cidade.,cidade
Please extract the aspect terms in the review:,"Cafe da manha bacana, atendentes solicitos e simpaticos.",Ningún aspecto
Please extract the aspect terms in the review:,Por ser frio na nossa estada a infiltracao de vento na janela foi o unico ponto negativo.,Ningún aspecto
Please extract the aspect terms in the review:,Room Tip: Solicita que tenha janelas bem vedadas.,Ningún aspecto
Please extract the aspect terms in the review:,destaco que a janela dos quartos baixos nao tem vista alguma...,Ningún aspecto
Please extract the aspect terms in the review:,"Hotel é bem localizado, dá para ir a pé até a torre Eiffel.",hotel
Please extract the aspect terms in the review:,"Café da manhã bom, com variedades.",café da manhã
Please extract the aspect terms in the review:,"Muito bom, amplo, com móveis novos.",móveis
Please extract the aspect terms in the review:,Preço bom também.,preço
Please extract the aspect terms in the review:,"Tem estação de metrô bem em frente, por onde passam 3 linhas do metrô.",Ningún aspecto
Please extract the aspect terms in the review:,Atendentes muito educados e falam Inglês.,Ningún aspecto
Please extract the aspect terms in the review:,O quarto que ficamos já havia sido reformado.,Ningún aspecto
Please extract the aspect terms in the review:,banheiro de tamanho razoável.,Ningún aspecto
Please extract the aspect terms in the review:,"O hotel estava, na época, em reformas, mas não tivemos incômodos.",Ningún aspecto
Please extract the aspect terms in the review:,"Tem supermercados perto, lojas e restaurantes.",Ningún aspecto
Please extract the aspect terms in the review:,"Excelente localização, fizemos quase todos os passeios a pé (perto de todos os Teatros).",localização [ssep] teatro
Please extract the aspect terms in the review:,"O hotel peca por insistir em não arrumar os quartos todos os dias [tem que cobrar], internet paga e muito cara, café da manhã não incluído no preço das diárias.",hotel [ssep] quarto [ssep] internet [ssep] café da manhã
Please extract the aspect terms in the review:,"Porém, vale muito a pena.",Ningún aspecto
Please extract the aspect terms in the review:,Passamos 07 dias maravilhosos.,Ningún aspecto
Please extract the aspect terms in the review:,Quarto grande e bem arejado.,Ningún aspecto
Please extract the aspect terms in the review:,"O hotel é um pouco antigo, mas bem aconchegante!",hotel
Please extract the aspect terms in the review:,"Café da manhã muito bem variado, com frios e ovos mexidos por exemplo!",café da manhã
Please extract the aspect terms in the review:,"Localizado no Centro de Porto Alegre, ele fica próximo à um dos principais ponto turístico, Casa de Cultura Mário Quintana, assim como próximo de shoppings como o Rua da Praia!",shopping [ssep] rua [ssep] praia
Please extract the aspect terms in the review:,Além de estar localizado à algumas quadras do do Mercado Municipal da cidade!,cidade
Please extract the aspect terms in the review:,Funcionãrios atenciosos e um ótimo e típico café da manhã.,café da manhã
Please extract the aspect terms in the review:,"Os quartos são pequenos, porém muito limpos.",quarto
Please extract the aspect terms in the review:,Fiquei num quarto de fundo e nào ouvi barulho algum da avenida.,Ningún aspecto
Please extract the aspect terms in the review:,Até porquê o hotel fica virando o boulevard.,Ningún aspecto
Please extract the aspect terms in the review:,"Voltando à Paris, ficarei aqui outra vez  Room Tip: É um hotel com ambiente bastante agradável e familiar.",Ningún aspecto
Please extract the aspect terms in the review:,Café da manhã muito bom numa adega charmosa e...,Ningún aspecto
Please extract the aspect terms in the review:,"Inobstante, o quarto é muito velho, tudo muito antigo(com exceção da tv), além de ser muito pequeno.",tv
Please extract the aspect terms in the review:,O hotel não oferece café da manhã cortesia e a internet wifi só funciona no lobby do hotel.,café da manhã [ssep] internet
Please extract the aspect terms in the review:,"Ah, o atendimento do hotel é muito bom e permitiu um early check in sem cobrar por isso.",atendimento
Please extract the aspect terms in the review:,"Não há que se discutir a localizção; é a melhor possível, bem em frente ao Louvre e próximo de vários pontos turísticos.",Ningún aspecto
Please extract the aspect terms in the review:,Na minha próxima viagem escolheria um hotel mais novo na mesma região.,Ningún aspecto
Please extract the aspect terms in the review:,"Péssima idéia, tirando o atendimento cordial da recepção e o café da manhã que é comum aos dois hoteis, de resto é muito ruim.",atendimento [ssep] recepção [ssep] café da manhã
Please extract the aspect terms in the review:,"Barulho infernal a noite inteira, quarto pequeno, mobília velha, TV com péssima imagem.",quarto [ssep] tv
